profile,profile_rank,ranking_method,config_key,n_bootstraps,possessions_per_bootstrap,samples_per_possession,n_scope_results,mean_penalized_profile_cosine,median_penalized_profile_cosine,minimum_penalized_profile_cosine,maximum_penalized_profile_cosine,mean_support_cosine,mean_outside_energy_fraction,mean_recovered_dynamic_range,qut_rejection_rate,mean_p_value,mean_lambda_qut,mean_lambda_max_obs,mean_lambda_ci_width,mean_lambda_bootstrap_std,expected_scope_results,coverage_fraction,complete_coverage
high_y_side,1,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p00100_s200,50,100,200,5,0.9706139792115961,0.9833368925780973,0.9211501768716747,0.9899226284935984,0.991481901355588,0.041172596011974476,0.10512916347943246,1.0,0.0,5.169413277773837,9.20736827180537,5.317165739277252,1.458417343444765,5,1.0,True
high_y_side,2,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p00100_s200,100,100,200,5,0.9700597573381067,0.9754833234000385,0.9258229367343949,0.992175904762919,0.99115155655419,0.04165052306471745,0.10495607615448535,1.0,0.0,5.169413277773837,9.20736827180537,5.697566834825788,1.5379088624972488,5,1.0,True
high_y_side,3,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b010_p00100_s200,10,100,200,5,0.9695739100702641,0.9700276043319047,0.9266109409549265,0.9980018481643251,0.984470112187999,0.03005045975428869,0.10679074298590421,1.0,0.0,5.169413277773837,9.20736827180537,3.9449068301788612,1.3105720271848054,5,1.0,True
high_y_side,4,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p00100_s250,100,100,250,5,0.9675640104227765,0.9780831502430513,0.9317763255066318,0.990327979920521,0.9872734353461882,0.03927388549836229,0.10333674336317926,1.0,0.0,5.3507854184089165,8.580454247076807,5.815999979754594,1.525915384404991,5,1.0,True
high_y_side,5,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p00100_s250,50,100,250,5,0.9654334103831701,0.9725617644517137,0.9336325292145563,0.9901717490389663,0.9869133416988859,0.04290245724093567,0.10246952764224262,1.0,0.0,5.3507854184089165,8.580454247076807,5.723306954309782,1.5424026840650822,5,1.0,True
high_y_side,6,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p00100_s150,100,100,150,5,0.9629499431318266,0.9600055939824218,0.9333137830051565,0.9893884395928265,0.9863613872863324,0.04624781569913699,0.10203200542367993,1.0,0.002,5.096654821814752,8.733274640724861,5.466349601004806,1.4791723802362062,5,1.0,True
high_y_side,7,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p00100_s100,50,100,100,5,0.9615684209895047,0.9551212713103489,0.9340865727133767,0.9897792428111752,0.987230375485663,0.05087388373782008,0.09872110770549625,1.0,0.006,4.873818372932947,7.721970257672851,4.695052579255235,1.2572184340650512,5,1.0,True
high_y_side,8,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p00100_s100,100,100,100,5,0.9604327572307353,0.965943275553349,0.9327446425213953,0.9902619551137869,0.9859900365197515,0.05067330628066361,0.09890701803378761,1.0,0.006,4.873818372932947,7.721970257672851,5.244542395052444,1.3385808188437234,5,1.0,True
high_y_side,9,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b010_p00100_s100,10,100,100,5,0.9593337791817511,0.9715009078001922,0.9234242773001184,0.9860023575962468,0.9823068173666343,0.04625078336061801,0.09410685641458258,1.0,0.006,4.873818372932947,7.721970257672851,3.1429282417658775,1.0839788782222353,5,1.0,True
high_y_side,10,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p00100_s150,50,100,150,5,0.956815039552979,0.961437661355494,0.9181052392430855,0.9926498979364852,0.986133134759038,0.057845451260382555,0.1053740649484098,1.0,0.002,5.096654821814752,8.733274640724861,5.211638919493059,1.5019242462093998,5,1.0,True
high_y_side,11,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p01000_s250,50,1000,250,5,0.9545011470810723,0.9768884636763313,0.8713405299567122,0.990745659619087,0.9785357018733778,0.04876672108822053,0.22638928778469564,1.0,0.0,16.868634772544176,87.53334935529136,19.20086748525498,5.384145992965352,5,1.0,True
high_y_side,12,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b050_p00100_s050,50,100,50,5,0.9532523973398537,0.971807592065983,0.888183799692249,0.9800072858392166,0.9872714120051433,0.06562497445818763,0.09687382963020355,1.0,0.0,4.224712563916552,6.329472698702732,3.7104185787547665,1.0733897929122818,5,1.0,True
high_y_side,13,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s150,100,1000,150,5,0.9532410861259344,0.9723488806338644,0.8747872199081387,0.9886622331843126,0.9789357729412963,0.051801791348930926,0.23166204541921614,1.0,0.0,16.64860808272369,84.30931041954943,18.48761756564908,4.9492400193473545,5,1.0,True
high_y_side,14,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s250,100,1000,250,5,0.9530601705295169,0.9714282044547167,0.8669358249604742,0.9914510838025081,0.9795090970550515,0.05339110482354696,0.22562099657952786,1.0,0.0,16.868634772544176,87.53334935529136,20.18938095368873,5.382603018819488,5,1.0,True
high_y_side,15,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b010_p01000_s150,10,1000,150,5,0.952844884652381,0.9637372967528026,0.885712248832284,0.9899336072575373,0.9772159036112772,0.04934822959780013,0.23487976267933847,1.0,0.0,16.64860808272369,84.30931041954943,14.56221239596863,5.1215563072912484,5,1.0,True
high_y_side,16,"descending mean penalized profile cosine; then descending mean support cosine, ascending mean outside-energy fraction, descending minimum penalized similarity, then ascending B/P/S",b100_p01000_s200,100,1000,200,5,0.9526909970941606,0.9732743570531107,0.8715515375492463,0.9886749195524343,0.9793705861430368,0.053871943312944426,0.22950745113193988,1.0,0.0,16.799202027055237,83.59508648118181,19.081367406609075,4.9600497840263476,5,1.0,True
